epoch,train_loss,dev_loss,train_gender_acc,dev_gender_acc,train_age_mae,dev_age_mae
1,34.01734109270975,26.171050292868497,0.6853618021986226,0.7725847391151609,13.934166317590908,12.586207310655357
2,20.062044596885205,17.207518684805304,0.7705444297250493,0.7966253545385021,10.33217665931942,9.281239820163927
3,15.256327990105786,13.229948804541205,0.8030758319535344,0.8188741227237256,8.893823626433933,8.267578531418769
4,12.557096663268759,12.192926814275944,0.8268911327243588,0.8457518288746367,7.991040814490016,7.692113153931275
5,10.770567820835279,10.266692361494169,0.8438380708837565,0.8556069879010665,7.377069369246879,7.28373220612331
6,9.260551682774125,8.902110119586528,0.858489333507531,0.87725847364095,6.827771310027194,6.62744406563
7,8.087908511105825,7.903345597472069,0.8738871572817708,0.8757652677278546,6.389695585560529,6.302784626245748
8,7.173575397305736,7.23307668933125,0.8849175983238964,0.8914439300378615,6.027829471797919,6.031486416461131
9,6.3487015170994425,6.583989119519044,0.8941189645196812,0.8959235475546427,5.687601246058904,5.763491401285027
10,5.685254728463251,6.499325048715228,0.8997928292856907,0.8945796623129586,5.387595845019934,5.6470205816952745
11,4.965551600134692,7.241887067456165,0.908508930737789,0.8794982826529963,5.0397988354568595,6.151797071969276
12,4.526641453875925,5.338452637151086,0.9161611825528658,0.9123488126787941,4.819372212651635,5.12957418707212
13,4.060319901487213,4.917413817709447,0.9218163832844958,0.9063759890887139,4.558869653832181,4.881469108817362
14,3.615917708968575,4.634032917036945,0.9276582243098607,0.9219053305226047,4.309102909271148,4.794123315234424
15,3.23449540516037,4.210384092669853,0.9310737415834193,0.9068239507202392,4.070835749355734,4.48674722805083
16,2.9651367530863872,4.2289980870851105,0.9373261912372016,0.9301179630446296,3.893734593347721,4.590656098383869
17,2.7225346609300107,3.569504695880657,0.9433360085107971,0.9271315510760355,3.741911250832665,4.100951177639197
18,2.453995435332533,3.94492999411206,0.9460609567181172,0.9378826339351289,3.5418353729938308,4.388599768777169
19,2.2748097933322797,3.34314608014981,0.952425390544803,0.933552336644749,3.418295334798696,3.992851120901941
20,2.1195533750314377,3.147712439445483,0.953358591985666,0.9407197250276069,3.2931963270817084,3.8388583140354005
21,1.9113202766113802,3.3107447285642904,0.9552809869538439,0.9472898310452268,3.118434581500458,3.935574677660872
22,1.853112483315395,2.944219901950854,0.9612348121521123,0.9526653723323703,3.0787336694875855,3.7012631528961744
23,1.722685367559256,2.8850296661535877,0.9628959107168484,0.9369867101024653,2.9643535679960467,3.5891758958421502
24,1.5170175256622151,2.551547741558866,0.9668526848205453,0.9544572194280848,2.771927219361963,3.3595828056264248
25,1.4937440893097784,2.6893280616567723,0.9687750797887232,0.9407197251700102,2.7566616877068837,3.3895075282392635
26,1.3704008208572642,2.6012097420364206,0.9707721308721701,0.9532626545552052,2.6356662538368925,3.4013058848749154
27,1.3245952685395175,2.363913894500664,0.9729371582149723,0.958936837167371,2.5900052725711427,3.1587324285571285
28,1.2008467663026172,2.385992552569433,0.9750835215345196,0.963117813581635,2.455657093078924,3.267857025501638
29,1.1863356306188044,2.151185385483458,0.975643442393475,0.966701507773064,2.4400137672566,2.983001978019645
30,1.13847124265969,2.280829603287183,0.9773978611022975,0.9701358813731834,2.390470859364937,3.1309033661649104
31,1.0683760848855488,2.0996170349756214,0.9765766438343381,0.9695385990079453,2.314819615968863,2.9526886457967567
32,1.0400335796336053,2.4329774160785287,0.9804774258571455,0.9702852021068962,2.274922471257015,3.228646272364812
33,0.9722012191731095,2.976816014743695,0.982661117228765,0.9643123783121114,2.199678521124361,3.8556333864128587
34,0.9579583050883002,2.04536051525542,0.9812426510442155,0.9671494695469927,2.187902063495664,2.836736105334604
35,0.861132111803286,1.9389630588681301,0.9846021762257601,0.9593847989412997,2.072658248098454,2.6557583646559264
36,0.863200223153982,2.158821983410028,0.984452863995222,0.9786471550778273,2.069132509491706,3.037137709038461
37,0.8142923851510143,2.103886947465224,0.9857220179547957,0.979095116851756,2.002043761260815,2.944080109380512
38,0.8702432394692963,1.9106312572413173,0.9835009985255417,0.9767059876756097,2.061671602249626,2.7430447124092727
39,0.7606236362444371,1.8832122664033646,0.9892121913436235,0.9762580257592779,1.9415620918376628,2.674641715638296
40,0.7876307886519303,1.8014778301255532,0.9871591481737247,0.9819322082290405,1.9639614495707955,2.6483429600378283
